	German_voc	French_voc	Aligned	Thème	Page	Rectangle	German_Noun	is_taken	Nom_recherché	identifiant
27	die Dressur	le pur-sang ; le demi-sang	False	Zoologie_Botanique	10	0	die Dressur	True	Dressur	6090
28	seinem Herrn gehorchen	le cheval de trait	False	Zoologie_Botanique	10	0		False		6091
29	äuf die Stimme hören	le poney	False	Zoologie_Botanique	10	0		False		6092
30	(Bei) Fuß |; Sitz |	le coursier	False	Zoologie_Botanique	10	0		False		6093
31	Platz |	le canasson	False	Zoologie_Botanique	10	0		False		6094
32	Such (verloren) | ;Apport !/Bring her !	le naseau	False	Zoologie_Botanique	10	0		False		6095
33	(Gib) die Pfote |	l’encolure 	False	Zoologie_Botanique	10	0		False		6096
34	Fass !	la crinière	False	Zoologie_Botanique	10	0		False		6097
35	Männchen machen	le garrot	False	Zoologie_Botanique	10	0		False		6098
36	der Blindenhund	la croupe	False	Zoologie_Botanique	10	0	der Blindenhund	True	Blindenhund	6099
37	der Jagdhund	le lanc	False	Zoologie_Botanique	10	0	der Jagdhund	True	Jagdhund	6100
38	der Begleithund	le embre antérieur, posterieur	False	Zoologie_Botanique	10	0	der Begleithund	True	Begleithund	6101
39	der Führerhund	la jambe	False	Zoologie_Botanique	10	0	der Führerhund	True	Führerhund	6102
40	der Polizeihund ; der Spürhund	le jarret	False	Zoologie_Botanique	10	0	"der Polizeihund
der"	True	"Polizeihund
der"	6103
41	der Wachhund	le sabot	False	Zoologie_Botanique	10	0	der Wachhund	True	Wachhund	6104
42	der Schutzhund	le poil ; le crin	False	Zoologie_Botanique	10	0	der Schutzhund	True	Schutzhund	6105
43	ein sehr großer Wachhund	la queue	False	Zoologie_Botanique	10	0		False		6106
44	der Schoßhund	la robe	False	Zoologie_Botanique	10	0	der Schoßhund	True	Schoßhund	6107
45	"das Halsband, ""er"	l'alezan 	False	Zoologie_Botanique	10	0	das Halsband	True	Halsband	6108
46	"der Maulkorb, ""e"	le cheval bai ; le ch. blanc	False	Zoologie_Botanique	10	0	der Maulkorb	True	Maulkorb	6109
47	einem Hund einen Maulkorb	le ch. gris pommelé	False	Zoologie_Botanique	10	0		False		6110
48	an-legen	le cheval noir	False	Zoologie_Botanique	10	0		False		6111
49	die Hundeleine, n	racé	False	Zoologie_Botanique	10	0	die Hundeleine	True	Hundeleine	6112
50	einen Hund an der Leine führen	\dompté ; indomptable	False	Zoologie_Botanique	10	0		False		6113
51	den Hund aus-führen, mit dem Hund	docile	False	Zoologie_Botanique	10	0		False		6114
52	Gassi gehen (fam)	rétif	False	Zoologie_Botanique	10	0		False		6115
53	den Hund spazieren führen	fougueux/fringant ; poussif	False	Zoologie_Botanique	10	0		False		6116
54	der Hundekot	ombrageux ; récalcitrant	False	Zoologie_Botanique	10	0	der Hundekot	True	Hundekot	6117
55	entlaufen‘, ie, au, äu	se cabrer	False	Zoologie_Botanique	10	0		False		6118
56	herrenlos ; verirrt	s'emballer	False	Zoologie_Botanique	10	0		False		6119
57	ein streunender Hund	s'ébrouer, renâcler	False	Zoologie_Botanique	10	0		False		6120
58	die Tätowierung, en	hennir ; le hennissement	False	Zoologie_Botanique	10	0	die Tätowierung	True	Tätowierung	6121
59	tatauieren/tätowieren	piaïfer	False	Zoologie_Botanique	10	0		False		6122
60	der Hundehalter, -		False	Zoologie_Botanique	10	0	der Hundehalter	True	Hundehalter	6123
61			False	Zoologie_Botanique	10	0		False		6124
0	die Hundepflege	le bouledogue	False	Zoologie_Botanique	10	1	die Hundepflege	True	Hundepflege	6125
1	die Tollwut ; tollwütig	le bouvier	False	Zoologie_Botanique	10	1	die Tollwut	True	Tollwut	6126
2	die Staupe	le braque	False	Zoologie_Botanique	10	1	die Staupe	True	Staupe	6127
3	die Katze, n	le caniche	False	Zoologie_Botanique	10	1	die Katze	True	Katze	6128
4	der Kater, -	le carlin	False	Zoologie_Botanique	10	1	der Kater	True	Kater	6129
5	der kastrierte Kater	le chien-loup	False	Zoologie_Botanique	10	1		False		6130
6	die junge Katze	le cocker	False	Zoologie_Botanique	10	1		False		6131
7	die Miezekatze (voc eni)	le dogue	False	Zoologie_Botanique	10	1		False		6132
8	miauen ; schnurren ; fauchen	l'épagneul 	False	Zoologie_Botanique	10	1		False		6133
9	die Schnurrhaare npi	le petit épagneul allemand	False	Zoologie_Botanique	10	1	die Schnurrhaare	True	Schnurrhaare	6134
10	die Kralle, n ; zurückziehbar	la levrette	False	Zoologie_Botanique	10	1	die Kralle	True	Kralle	6135
11	kratzen	le lévrier	False	Zoologie_Botanique	10	1		False		6136
12	Milch schlecken	le lévrier afghan/l'afghan 	False	Zoologie_Botanique	10	1		False		6137
13	einen Buckol machen	le pékinois	False	Zoologie_Botanique	10	1		False		6138
14	die (europäische) Hauskatze	le saint-bernard	False	Zoologie_Botanique	10	1	die (europäische)	True	(europäische)	6139
15	die Angorakatze ; die Kartäuserkatze	le spitz/le loulou	False	Zoologie_Botanique	10	1	"die Angorakatze
die"	True	"Angorakatze
die"	6140
16	die Perserkatze ; die Siamkatze	le teckel	False	Zoologie_Botanique	10	1	"die Perserkatze
die"	True	"Perserkatze
die"	6141
17	die verwilderte Katze	le terre-neuve	False	Zoologie_Botanique	10	1		False		6142
18	eine K. unbestimmter Rasse	le bâtard/le corniaud/le chier	False	Zoologie_Botanique	10	1		False		6143
19	die Kurzhaarkatze	croisé/mâtiné	False	Zoologie_Botanique	10	1	die Kurzhaarkatze	True	Kurzhaarkatze	6144
20	die Langhaarkatze	le cabot/clebs/clébard	False	Zoologie_Botanique	10	1	die Langhaarkatze	True	Langhaarkatze	6145
21	die Zuchttiere np/	le roquet	False	Zoologie_Botanique	10	1	die Zuchttiere	True	Zuchttiere	6146
22	das Pferd, e	l'élevage de chiens	False	Zoologie_Botanique	10	1	das Pferd	True	Pferd	6147
23	der Hengst, e	le chenil	False	Zoologie_Botanique	10	1	der Hengst	True	Hengst	6148
24	die Stute, n ; die Zuchtstute	la niche	False	Zoologie_Botanique	10	1	die Stute	True	Stute	6149
25	das Fohlen, -/das Füllen, -;	odresser un chien	False	Zoologie_Botanique	10	1	das Fohlen	True	Fohlen	6150
26	das Stutenfohlen	dressé à rapporter le gibier	False	Zoologie_Botanique	10	1	das Stutenfohlen	True	Stutenfohlen	6151
27	der Wallach, e (kastriert)	le dresseur	False	Zoologie_Botanique	10	1	der Wallach	True	Wallach	6152
28	das Vollblut ; das Halbblut	le dressage	False	Zoologie_Botanique	10	1	"das Vollblut
das"	True	"Vollblut
das"	6153
29	das Zugpferd	obéir à son aître	False	Zoologie_Botanique	10	1	das Zugpferd	True	Zugpferd	6154
30	das Pony, s	obéir à la voix	False	Zoologie_Botanique	10	1	das Pony	True	Pony	6155
31	das Ross, e (poeı)	Au pied ! ; Assis !	False	Zoologie_Botanique	10	1	das Ross	True	Ross	6156
32	"der Gaul, ""e"	Couché !/Terre !/À ta place !	False	Zoologie_Botanique	10	1	der Gaul	True	Gaul	6157
33	die Nüster, n	Cherche ! ; Apporte !	False	Zoologie_Botanique	10	1	die Nüster	True	Nüster	6158
34	der Pferdekamm	 la patte !	False	Zoologie_Botanique	10	1	der Pferdekamm	True	Pferdekamm	6159
35	die Mähne, n	Attaque !	False	Zoologie_Botanique	10	1	die Mähne	True	Mähne	6160
36	der Widerrist	faire le beau	False	Zoologie_Botanique	10	1	der Widerrist	True	Widerrist	6161
37	die Kruppe, n	le chien d’aveugle	False	Zoologie_Botanique	10	1	die Kruppe	True	Kruppe	6162
38	die Weiche, n/die Flanke	le chien de chasse	False	Zoologie_Botanique	10	1	die Weiche	True	Weiche	6163
39	das Vorder-, Hinterbein, e	le chien de compagnie	False	Zoologie_Botanique	10	1		False		6164
40	der Unterschenkel, -, die Hosen (pl)	le chien-guide	False	Zoologie_Botanique	10	1	der Unterschenkel	True	Unterschenkel	6165
41	das Sprunggelenk	le ch. policier ; le limier	False	Zoologie_Botanique	10	1	das Sprunggelenk	True	Sprunggelenk	6166
42	der Huf, e	le ch. de garde	False	Zoologie_Botanique	10	1	der Huf	True	Huf	6167
43	das Haar, e ‚das Rosshaar	le ch. de défense	False	Zoologie_Botanique	10	1	das Haar	True	Haar	6168
44	der Schweif, e	un olosse	False	Zoologie_Botanique	10	1	der Schweif	True	Schweif	6169
45	das Fell, e	le petit chien d'agrément	False	Zoologie_Botanique	10	1	das Fell	True	Fell	6170
46	"der Fuchs, ""e"	le collier	False	Zoologie_Botanique	10	1	der Fuchs	True	Fuchs	6171
47	der Braune (adj) ; der Schimmal, der Apfelschimmel	la uselière	False	Zoologie_Botanique	10	1		False		6172
48	der Rappe, n,n	museler un chien	False	Zoologie_Botanique	10	1	der Rappe	True	Rappe	6173
49	rassig	la laisse	False	Zoologie_Botanique	10	1		False		6174
50	(un)gezähmt ; unzähmbar	tenir un chien en laisse	False	Zoologie_Botanique	10	1		False		6175
51	fromm	sortir le chien	False	Zoologie_Botanique	10	1		False		6176
52	bockig/störrisch	promener le chien	False	Zoologie_Botanique	10	1		False		6177
53	feurig ‚ dämpfig	les crottes de chien	False	Zoologie_Botanique	10	1		False		6178
54	scheu ; widerspenstig	s'échapper	False	Zoologie_Botanique	10	1		False		6179
55	sich bäumen	sans aître ; perdu	False	Zoologie_Botanique	10	1		False		6180
56	durch-gehen“, i, a	un chien errant	False	Zoologie_Botanique	10	1		False		6181
57	schnauben	le tatouage	False	Zoologie_Botanique	10	1		False		6182
58	wiehern ; das Wiehern	tatouer	False	Zoologie_Botanique	10	1		False		6183
59	mit den Hufen stampfen	le propriétaire d'un-chien	False	Zoologie_Botanique	10	1		False		6184
60			False	Zoologie_Botanique	10	1		False		6185
0	das wild lebende Säugetier, e	le ammiiere Sauvage	False	Zoologie_Botanique	11	0		False		6186
1	die Huftiere npl	les ongulés 	False	Zoologie_Botanique	11	0	die Huftiere	True	Huftiere	6187
2	der Hirsch, &	le cerf \	False	Zoologie_Botanique	11	0	der Hirsch	True	Hirsch	6188
3	der Rot-/Edelhirsch	le cerf	False	Zoologie_Botanique	11	0		False		6189
4	das Geweih, e	les bois /la ramure	False	Zoologie_Botanique	11	0	das Geweih	True	Geweih	6190
5	"der Spieß, e ;der Spießbock, ""e"	la dague ; le daguet	False	Zoologie_Botanique	11	0	der Spieß	True	Spieß	6191
6	"das Horn, ""er"	la corne	False	Zoologie_Botanique	11	0	das Horn	True	Horn	6192
7	gehörnt ; horn(art)ig	à corne/cornu ; corné	False	Zoologie_Botanique	11	0		False		6193
8	röhren/schreien ; das Röhren	bramer ; le brame	False	Zoologie_Botanique	11	0		False		6194
9	äsen tr	paitre tr/pâturer 	False	Zoologie_Botanique	11	0		False		6195
10	"die Hirschkuh, ""e"	la biche	False	Zoologie_Botanique	11	0	die Hirschkuh	True	Hirschkuh	6196
11	"das Hirschkalb, ""er"	le aon	False	Zoologie_Botanique	11	0	das Hirschkalb	True	Hirschkalb	6197
12	das Wildschwein, e	le sanglier	False	Zoologie_Botanique	11	0	das Wildschwein	True	Wildschwein	6198
13	der Keiler, -/der Eber, -	le sanglier âle	False	Zoologie_Botanique	11	0	der Keiler	True	Keiler	6199
14	ein alter Keiler	un Solitaire 	False	Zoologie_Botanique	11	0		False		6200
15	"die Wildsau, ""e/en/die Bache, n"	la laie	False	Zoologie_Botanique	11	0	die Wildsau	True	Wildsau	6201
16	der Frischling, e	le arcassin	False	Zoologie_Botanique	11	0	der Frischling	True	Frischling	6202
17	"der (Wild)schweinskopf, ""e"	la hure	False	Zoologie_Botanique	11	0	der (Wild)schweinskopf	True	(Wild)schweinskopf	6203
18	der Hauer, -	la défense 	False	Zoologie_Botanique	11	0	der Hauer	True	Hauer	6204
19	das Rudel, -	la compagnie/la harde	False	Zoologie_Botanique	11	0	das Rudel	True	Rudel	6205
20	die Suhle, n	la bauge	False	Zoologie_Botanique	11	0	die Suhle	True	Suhle	6206
21	sich suhlen	se vautrer dans la bauge	False	Zoologie_Botanique	11	0		False		6207
22	die Antilope, n	ol’antilope 	False	Zoologie_Botanique	11	0	die Antilope	True	Antilope	6208
23	der Wisent, e ;. der Bison, s	le bison ; le bison d'Amériq; 	False	Zoologie_Botanique	11	0	der Wisent	True	Wisent	6209
24	der Moschusochse, n, n	le bœuf usqué	False	Zoologie_Botanique	11	0	der Moschusochse	True	Moschusochse	6210
25	der Moschus	le usc 	False	Zoologie_Botanique	11	0	der Moschus	True	Moschus	6211
26	"der Steinbock, ""e"	le bouquetin	False	Zoologie_Botanique	11	0	der Steinbock	True	Steinbock	6212
27	der Büffel, -	le buffle	False	Zoologie_Botanique	11	0	der Büffel	True	Büffel	6213
28	„das Kamel, e ; die Kamelstute, n	le chameau : la chamelle	False	Zoologie_Botanique	11	0		False		6214
29	das Dromedar, e	le dromadaire	False	Zoologie_Botanique	11	0	das Dromedar	True	Dromedar	6215
30			False	Zoologie_Botanique	11	0		False		6216
0	aus-Schlagen, u, a, ä	ruer	False	Zoologie_Botanique	11	1		False		6217
1	der Ese), -	ol'âne /le baudet	False	Zoologie_Botanique	11	1		False		6218
2	schreien, ie, ie ‚iahen	braire ; pousser des hi-hans	False	Zoologie_Botanique	11	1		False		6219
3	der Zuchtesel	l'âne étalon/le baudet	False	Zoologie_Botanique	11	1	der Zuchtesel	True	Zuchtesel	6220
4	die Eselin, nen ; der junge Esel	l'ânesse : ; l’ânon 	False	Zoologie_Botanique	11	1	die Eselin	True	Eselin	6221
5	das Mauiltier, e	le ulet 	False	Zoologie_Botanique	11	1	das Mauiltier	True	Mauiltier	6222
6	der Maulesel	le bardot/bardeau 	False	Zoologie_Botanique	11	1	der Maulesel	True	Maulesel	6223
7	das weibliche Maultier	la ule	False	Zoologie_Botanique	11	1		False		6224
8	das Lasttier, e	la bête de somme	False	Zoologie_Botanique	11	1	das Lasttier	True	Lasttier	6225
9	die Rinder np!	les bovins ,les bovidés	False	Zoologie_Botanique	11	1	die Rinder	True	Rinder	6226
10	cer Wiederkäuer, - ; wieder-käuen	le ruminant ; ruminer	False	Zoologie_Botanique	11	1		False		6227
11	das Rind, er	le bœuf \	False	Zoologie_Botanique	11	1	das Rind	True	Rind	6228
12	der Ochse, n, n	le bœuf 	False	Zoologie_Botanique	11	1	der Ochse	True	Ochse	6229
13	der Stier, e/der Bulle, n, n	le taureau	False	Zoologie_Botanique	11	1	der Stier	True	Stier	6230
14	der junge Stier	le taurillon	False	Zoologie_Botanique	11	1		False		6231
15	mit den Hörnern stoßen, ie, 0, ö	donner des coups de corne	False	Zoologie_Botanique	11	1		False		6232
16	"das Kalb, ""er ; die Färse, n"	le veau ; la genisse	False	Zoologie_Botanique	11	1	das Kalb	True	Kalb	6233
17	"die Kuh, ""e ; die Milchkuh"	la vache ; la vache laitière	False	Zoologie_Botanique	11	1	die Kuh	True	Kuh	6234
18	das Euter, - ; die Zitze, n	le pis/la amelle ; le trayon	False	Zoologie_Botanique	11	1	das Euter	True	Euter	6235
19	muhen, brüllen	beugler, ugir	False	Zoologie_Botanique	11	1		False		6236
20	die Herce, n	le troupeau	False	Zoologie_Botanique	11	1	die Herce	True	Herce	6237
21	der Kuhlladen, -	la bouse de vache	False	Zoologie_Botanique	11	1	der Kuhlladen	True	Kuhlladen	6238
22	das Schwein, e	le porc, le cochon	False	Zoologie_Botanique	11	1	das Schwein	True	Schwein	6239
23	"der Eber, - ; die Sau, ""e/en"	le verrat ; la truie	False	Zoologie_Botanique	11	1	der Eber	True	Eber	6240
24	das Ferkel, -	le porcelet/le gore	False	Zoologie_Botanique	11	1	das Ferkel	True	Ferkel	6241
25	der Schweinerüssel, - ; grunzen	le groin ; grogner	False	Zoologie_Botanique	11	1	der Schweinerüssel	True	Schweinerüssel	6242
26	die Borste, n	la soie 	False	Zoologie_Botanique	11	1	die Borste	True	Borste	6243
27	"der Ringelschwanz, ""e"	la queue en tire-bouchon	False	Zoologie_Botanique	11	1	der Ringelschwanz	True	Ringelschwanz	6244
28	das Schaf, e ; das Mutterschaf	le outon ; la brebis	False	Zoologie_Botanique	11	1	das Schaf	True	Schaf	6245
29	"der Schafbock, ""e/der Widder, -"	le bélier	False	Zoologie_Botanique	11	1	der Schafbock	True	Schafbock	6246
30	der Hammel, -/”	le outon	False	Zoologie_Botanique	11	1	der Hammel	True	Hammel	6247
31	"das Lamm, ""er ; das Mutterlamm"	l'agneau n ; l'agneau de lait	False	Zoologie_Botanique	11	1	das Lamm	True	Lamm	6248
32	blöken ; das Blöken	bêler ; le bêlement	False	Zoologie_Botanique	11	1		False		6249
33	das Vlies, &	la toison	False	Zoologie_Botanique	11	1	das Vlies	True	Vlies	6250
34	scheren, o, 0 ; die Schafschur, en	tondre ; la tonte	False	Zoologie_Botanique	11	1		False		6251
35	; das Wollschaf ; Merinoschaf	le outon à laine ; . érino	False	Zoologie_Botanique	11	1		False		6252
36	die Schurwolle	la laine vierge	False	Zoologie_Botanique	11	1	die Schurwolle	True	Schurwolle	6253
37	die Ziege, n	la chèvre/la bique m)	False	Zoologie_Botanique	11	1	die Ziege	True	Ziege	6254
38	"der Ziegenbock, ""e"	le bouc	False	Zoologie_Botanique	11	1	der Ziegenbock	True	Ziegenbock	6255
39	das Zicklein, -/das Kitz, e	le chevreau/le cabri	False	Zoologie_Botanique	11	1	das Zicklein	True	Zicklein	6256
40	die Kitze, n	la chevrette	False	Zoologie_Botanique	11	1	die Kitze	True	Kitze	6257
41	meckern (Ziege)	bêler	False	Zoologie_Botanique	11	1		False		6258
42			False	Zoologie_Botanique	11	1		False		6259
0	der Höcker, - ; einhöckerig	l'ocelot 	False	Zoologie_Botanique	12	0	der Höcker	True	Höcker	6260
1	der Kameltreiber, - ; die Karawane, n	la panthère/le léopard	False	Zoologie_Botanique	12	0	der Kameltreiber	True	Kameltreiber	6261
2	die Gämse, n	le puma	False	Zoologie_Botanique	12	0	die Gämse	True	Gämse	6262
3	das Reh, e	le tigre	False	Zoologie_Botanique	12	0	das Reh	True	Reh	6263
4	der Damhirsch, &	> animaux à ourrure	False	Zoologie_Botanique	12	0	der Damhirsch	True	Damhirsch	6264
5	der Elch, s	la ourrure	False	Zoologie_Botanique	12	0	der Elch	True	Elch	6265
6	die Gazelle, n	le pelage/la peau	False	Zoologie_Botanique	12	0	die Gazelle	True	Gazelle	6266
7	die Giraffe, n	rayé, zébré ; tigré	False	Zoologie_Botanique	12	0	die Giraffe	True	Giraffe	6267
8	das Lama, s	tacheté	False	Zoologie_Botanique	12	0	das Lama	True	Lama	6268
9	der Mufflon, s/das Wildschaf, &	épais, ourni	False	Zoologie_Botanique	12	0	der Mufflon	True	Mufflon	6269
10	das Okapi, s	doux comme la soie ; soyeu	False	Zoologie_Botanique	12	0	das Okapi	True	Okapi	6270
11	das Rentier, e/Ren, e/s	la belette	False	Zoologie_Botanique	12	0	das Rentier	True	Rentier	6271
12	der Tapir, e	le blaireau	False	Zoologie_Botanique	12	0	der Tapir	True	Tapir	6272
13	der/das Zebu, s/der Buckelochse, n, n	la ouine	False	Zoologie_Botanique	12	0	der Zebu	True	Zebu	6273
14	das Zebra, 5	le uret	False	Zoologie_Botanique	12	0	das Zebra	True	Zebra	6274
15	der Dickhäuter, -	l'hermine 	False	Zoologie_Botanique	12	0	der Dickhäuter	True	Dickhäuter	6275
16	der Elefant, en, en	la loutre	False	Zoologie_Botanique	12	0	der Elefant	True	Elefant	6276
17	"die Elefantenkuh, ""e"	la loutre de er	False	Zoologie_Botanique	12	0	die Elefantenkuh	True	Elefantenkuh	6277
18	der junge Elefant	la art(r}e	False	Zoologie_Botanique	12	0		False		6278
19	der Rüssel, -	la ouf(fette	False	Zoologie_Botanique	12	0	der Rüssel	True	Rüssel	6279
20	"der Stoßzahn, ""e ; das Elfenbein"	le sconse/le skuns	False	Zoologie_Botanique	12	0	der Stoßzahn	True	Stoßzahn	6280
21	trompeten ; das Trompeten	le putois	False	Zoologie_Botanique	12	0		False		6281
22	der Elefantenführer, -	le raton laveur	False	Zoologie_Botanique	12	0	der Elefantenführer	True	Elefantenführer	6282
23	das Nil-/Flusspferd, e	le vison ; le vison d'Amériqu	False	Zoologie_Botanique	12	0		False		6283
24	"das Nashorn, ""er"	la zibeline	False	Zoologie_Botanique	12	0	das Nashorn	True	Nashorn	6284
25	Rauıbtiere npl	> ammifères insectivores	False	Zoologie_Botanique	12	0		False		6285
26	der Schakal, e	la chauve-souris	False	Zoologie_Botanique	12	0	der Schakal	True	Schakal	6286
27	"der Kojote, n, n/der Präriewolt, ""e"	la pipistrelle	False	Zoologie_Botanique	12	0	der Kojote	True	Kojote	6287
28	"der Fennek, s/ e/der Wüstenfuchs, ""e"	l'oreillard 	False	Zoologie_Botanique	12	0	der Fennek	True	Fennek	6288
29	der Vielfraß, e	le grand urin	False	Zoologie_Botanique	12	0	der Vielfraß	True	Vielfraß	6289
30	"der Wolf, ""e"	la noctule ; le vampire	False	Zoologie_Botanique	12	0	der Wolf	True	Wolf	6290
31	die Wölfin, nen ; das Wölfchen, -	le hérisson	False	Zoologie_Botanique	12	0	die Wölfin	True	Wölfin	6291
32	heulen ; das Heulen	la usaraigne	False	Zoologie_Botanique	12	0		False		6292
33	"der (Rot)fuchs, ""e"	le pangolin	False	Zoologie_Botanique	12	0	der (Rot)fuchs	True	(Rot)fuchs	6293
34	der Eisfuchs	le tamanoir/le grand	False	Zoologie_Botanique	12	0	der Eisfuchs	True	Eisfuchs	6294
35	der Fuchsbau, e	fourmilier	False	Zoologie_Botanique	12	0	der Fuchsbau	True	Fuchsbau	6295
36	der (Braun)bär, en, en	le tatou	False	Zoologie_Botanique	12	0	der (Braun)bär	True	(Braun)bär	6296
37	die Bärin, nen ; der junge Bär	la taupe	False	Zoologie_Botanique	12	0	die Bärin	True	Bärin	6297
38	der Eisbär	la taupinière	False	Zoologie_Botanique	12	0	der Eisbär	True	Eisbär	6298
39	der Grislibär/Grizziybär	creuser, ouiller la terre	False	Zoologie_Botanique	12	0	"der Grislibär
der"	True	"Grislibär
der"	6299
40	brummen	l'animal ouisseur	False	Zoologie_Botanique	12	0		False		6300
41	der Panda, s	le paresseux 	False	Zoologie_Botanique	12	0	der Panda	True	Panda	6301
42	der Waschbär	rongeurs 	False	Zoologie_Botanique	12	0	der Waschbär	True	Waschbär	6302
43	Großkatzen fpl	ronger +, grignoter tr	False	Zoologie_Botanique	12	0		False		6303
44	der Rachen, -	le campagnol des champs	False	Zoologie_Botanique	12	0	der Rachen	True	Rachen	6304
45	die Tatze, n ; die Pranke, n	le castor	False	Zoologie_Botanique	12	0	die Tatze	True	Tatze	6305
46	der Prankenhieb, e	la civette	False	Zoologie_Botanique	12	0	der Prankenhieb	True	Prankenhieb	6306
47	Tauchen ; brüllen	le cochon d'Inde/le cobaye	False	Zoologie_Botanique	12	0		False		6307
48	lauern (auf+A)	l'écureuil	False	Zoologie_Botanique	12	0		False		6308
49	springen*, a, u, auf+A	l’éc. vlant/le platouche	False	Zoologie_Botanique	12	0		False		6309
50	sich stürzen auf+A	le petit-gris ; le vair	False	Zoologie_Botanique	12	0		False		6310
51	zerreißen, |, i	la genette	False	Zoologie_Botanique	12	0		False		6311
52	die Höhle, n	la gerboise	False	Zoologie_Botanique	12	0	die Höhle	True	Höhle	6312
53	die Wildkatze, n	le hamster doré	False	Zoologie_Botanique	12	0	die Wildkatze	True	Wildkatze	6313
54	der Gepard, e	le lapin de garenne	False	Zoologie_Botanique	12	0	der Gepard	True	Gepard	6314
55	die Hyäne, n	le lapin	False	Zoologie_Botanique	12	0	die Hyäne	True	Hyäne	6315
56	der Jaguar, e	le lapin âle ; le lièvre âle	False	Zoologie_Botanique	12	0	der Jaguar	True	Jaguar	6316
57	der Löwe, n,n	la lapine	False	Zoologie_Botanique	12	0	der Löwe	True	Löwe	6317
58	die Mähne, n	le lapereau	False	Zoologie_Botanique	12	0	die Mähne	True	Mähne	6318
59	die Löwin, nen ; der junge Löwe	le terrier	False	Zoologie_Botanique	12	0	die Löwin	True	Löwin	6319
60	der Luchs, e	la galerie	False	Zoologie_Botanique	12	0	der Luchs	True	Luchs	6320
61		la chambre	False	Zoologie_Botanique	12	0		False		6321
62			False	Zoologie_Botanique	12	0		False		6322
0	die Pardelkatze	la bosse ; à une bosse	False	Zoologie_Botanique	12	1	die Pardelkatze	True	Pardelkatze	6323
1	der Panther/Panter, -/der Leopard, en, en	le chamelier ; la caravane	False	Zoologie_Botanique	12	1	"der Panther
der"	True	"Panther
der"	6324
2	der Puma, s	le chamois, Pisard/izard 	False	Zoologie_Botanique	12	1	der Puma	True	Puma	6325
3	der Tiger, -	le chevreuil	False	Zoologie_Botanique	12	1	der Tiger	True	Tiger	6326
4	Pelztiere np!	le daim	False	Zoologie_Botanique	12	1		False		6327
5	der Pelz, e	l'élan 	False	Zoologie_Botanique	12	1	der Pelz	True	Pelz	6328
6	das Fall, e	la gazelle	False	Zoologie_Botanique	12	1	das Fall	True	Fall	6329
7	gestreift ; getigert	girafe	False	Zoologie_Botanique	12	1		False		6330
8	gefleckt/gesprenkelt	le lama	False	Zoologie_Botanique	12	1		False		6331
9	dichtbehaart	le ouflon	False	Zoologie_Botanique	12	1		False		6332
10	seidenweich ; seidig	l'okapi 	False	Zoologie_Botanique	12	1		False		6333
11	das Mauswiesel, -/das Kleine Wiesel	le renne/le caribou	False	Zoologie_Botanique	12	1	das Mauswiesel	True	Mauswiesel	6334
12	der Dachs, a	le tapir	False	Zoologie_Botanique	12	1	der Dachs	True	Dachs	6335
13	der Stein-/Hausmarder	le zébu	False	Zoologie_Botanique	12	1		False		6336
14	das Frettchen, -	le zèbre	False	Zoologie_Botanique	12	1	das Frettchen	True	Frettchen	6337
15	das Große Wiesal, -/das Hermelin, e	le pachyderme	False	Zoologie_Botanique	12	1	das Große	True	Große	6338
16	der (Fisch)otter, -	l'éléphant 	False	Zoologie_Botanique	12	1	der (Fisch)otter	True	(Fisch)otter	6339
17	der See-/Meerotter	l'éléphante 	False	Zoologie_Botanique	12	1		False		6340
18	der Edel-/Baummarder, -	l'éléphanteau 	False	Zoologie_Botanique	12	1		False		6341
19	das Stinktier, e/der Skunk, e/s	la trompe	False	Zoologie_Botanique	12	1	das Stinktier	True	Stinktier	6342
20	der Skunk(s) mpi	la défense ; l'ivoire 	False	Zoologie_Botanique	12	1	der Skunk(s)	True	Skunk(s)	6343
21	der Iitis, se/der Ratz, e	barrir ; les barrissements 	False	Zoologie_Botanique	12	1	der Iitis	True	Iitis	6344
22	der Waschbär, en, en	le cornac	False	Zoologie_Botanique	12	1	der Waschbär	True	Waschbär	6345
23	der Narz, 8; der Mink, e	l'hippopotame 	False	Zoologie_Botanique	12	1	der Narz	True	Narz	6346
24	der Zobel, -	le rhinocéros	False	Zoologie_Botanique	12	1	der Zobel	True	Zobel	6347
25	Insektenfresser mp!	Carnassiers , carnivores 	False	Zoologie_Botanique	12	1		False		6348
26	"die Fledermaus, ""e"	le chacal	False	Zoologie_Botanique	12	1	die Fledermaus	True	Fledermaus	6349
27	die Zwergfledermaus	le coyote	False	Zoologie_Botanique	12	1	die Zwergfledermaus	True	Zwergfledermaus	6350
28	das braune Langohr, en	le ennec	False	Zoologie_Botanique	12	1		False		6351
29	das Großmausohr	le glouton	False	Zoologie_Botanique	12	1	das Großmausohr	True	Großmausohr	6352
30	der Abendsegler, - ; der Vampir, &	le loup	False	Zoologie_Botanique	12	1	der Abendsegler	True	Abendsegler	6353
31	der Igel, -	la louve ; le louveteau	False	Zoologie_Botanique	12	1	der Igel	True	Igel	6354
32	"die Spitzmaus, ""e"	hurler ; les hurlements 	False	Zoologie_Botanique	12	1	die Spitzmaus	True	Spitzmaus	6355
33	das Schuppentier, e	le renard	False	Zoologie_Botanique	12	1	das Schuppentier	True	Schuppentier	6356
