	Unnamed: 0	German_voc	deu_is_noun	French_voc	Aligned	Thème	Page	Rectangle	fra_is_noun
35	35.0	der Seehecht, e/der Hechtdorsch, e	True	le erlu	False	Zoologie_Botanique	02	0	True
36	36.0	der Hundshai, e	True	le ilandre	False	Zoologie_Botanique	02	0	True
37	37.0	die Meeräsche, n	True	le uge, le ulet	False	Zoologie_Botanique	02	0	True
38	38.0	die Muräne, n	True	la urène	False	Zoologie_Botanique	02	0	True
39	39.0	der Hornhecht, e	True	l'orphie 	False	Zoologie_Botanique	02	0	True
40	40.0	die Rotbrasse, n	True	le pageau commun	False	Zoologie_Botanique	02	0	True
41	41.0	die Scholle, n/der Goldbutt, e	True	la plie/le carrelet	False	Zoologie_Botanique	02	0	True
42	42.0	der Katfisch/der gestreifte	True	le poisson loup	False	Zoologie_Botanique	02	0	True
43	43.0	"Seewolf, ""e"	False	le poisson-lune/la êle	False	Zoologie_Botanique	02	0	True
44	44.0	der Mondfisch, e	True	le poisson pilote	False	Zoologie_Botanique	02	0	True
45	45.0	der Lotsenfisch	True	le prêtre	False	Zoologie_Botanique	02	0	True
46	46.0	der Streifenfisch	True	la raie	False	Zoologie_Botanique	02	0	True
47	47.0	der Rochen, -	True	raie cendrée ; raie bouclée	False	Zoologie_Botanique	02	0	False
48	48.0	Glattrochen ; Nagelrochen	False	la pastenague	False	Zoologie_Botanique	02	0	True
49	49.0	der Stechrochen	True	raie torpille ; raie anta	False	Zoologie_Botanique	02	0	False
50	50.0	Zitterrochen ; Mantarochen	False	la rascasse rouge	False	Zoologie_Botanique	02	0	True
51	51.0	"die Meersau, ""e"	True	le requin, le squale jt gén)	False	Zoologie_Botanique	02	0	True
52	52.0	der Hai, e	True	le requin-baleine	False	Zoologie_Botanique	02	0	True
53	53.0	der Walhai	True	feu nt	False	Zoologie_Botanique	02	0	False
54	54.0		False		False	Zoologie_Botanique	02	0	False
0	0.0	, Mollusques	False	le crustacé	False	Zoologie_Botanique	02	1	True
1	1.0	das Krebstier, e/Krustentier/der Krebs, e	True	Pantenne 	False	Zoologie_Botanique	02	1	False
2	2.0	der Fühler, -	True	la pince	False	Zoologie_Botanique	02	1	True
3	3.0	die Schere, n	True	l’anatife 	False	Zoologie_Botanique	02	1	False
4	4.0	die Entenmuschel, n	True	la balane	False	Zoologie_Botanique	02	1	True
5	5.0	die Seepocke, n	True	le bernard-l'ermite/le pagure	False	Zoologie_Botanique	02	1	True
6	6.0	der Einsiedlerkrebs, e	True	le cloporte	False	Zoologie_Botanique	02	1	True
7	7.0	die Assel, n	True	le crabe	False	Zoologie_Botanique	02	1	True
8	8.0	die Krabbe, n/der (Kurzschwanz)krebs	True	le crabe chinois	False	Zoologie_Botanique	02	1	True
9	9.0	die Wollhandkrabbe	True	le tourteau	False	Zoologie_Botanique	02	1	True
10	10.0	der Taschenkrebs	True	l'étrille ; ; l’araignée de er	False	Zoologie_Botanique	02	1	True
11	11.0	die Samtkrabbe ; die Meerspinne, n	True	le crabe vert/menaçant	False	Zoologie_Botanique	02	1	True
12	12.0	die Strandkrabbe, n	True	la galat(hjée	False	Zoologie_Botanique	02	1	True
13	13.0	der Furchenkrebs, e	True	la crevette	False	Zoologie_Botanique	02	1	True
14	14.0	die Garnele, n, die Krabbe	True	l'écrevisse 	False	Zoologie_Botanique	02	1	True
15	15.0	der Flusskrebs, e	True	le homard	False	Zoologie_Botanique	02	1	True
16	16.0	der Hummer, -	True	la langouste	False	Zoologie_Botanique	02	1	True
17	17.0	die Languste, n	True	la langoustine	False	Zoologie_Botanique	02	1	True
18	18.0	der Kaisergranat, e	True	la puce de er/le talitre	False	Zoologie_Botanique	02	1	True
19	19.0	der Sandhüpfer, -	True	la puce d’eau douce/ la daphnie	False	Zoologie_Botanique	02	1	True
20	20.0	"der Wasserfloh, ""e"	True	le ollusque	False	Zoologie_Botanique	02	1	True
21	21.0	das Weichtier, e	True	le bivalve ; le coquillage	False	Zoologie_Botanique	02	1	True
22	22.0	die Muschel, n	True	la coquille	False	Zoologie_Botanique	02	1	True
23	23.0	die Schale, n	True	la valve	False	Zoologie_Botanique	02	1	True
24	24.0	die Klappe, n	True	le clam	False	Zoologie_Botanique	02	1	True
25	25.0	der Clam, s	True	la clanque/la ye	False	Zoologie_Botanique	02	1	True
26	26.0	die Sandklappmuschel, n	True	la coque/la bucarde	False	Zoologie_Botanique	02	1	True
27	27.0	die (Essbare) Herzmuschel	True	comestible	False	Zoologie_Botanique	02	1	False
28	28.0	die Jakobs-/Pilgermuschel	True	la coquille Saint-Jacques	False	Zoologie_Botanique	02	1	True
29	29.0	die Messerscheids, n	True	le couteau	False	Zoologie_Botanique	02	1	True
30	30.0	die Auster, n	True	Yhuître / 	False	Zoologie_Botanique	02	1	False
31	31.0	die Perlenauster/die Perlmuschel	True	Fhuître perlière	False	Zoologie_Botanique	02	1	False
32	32.0	die Feinperle, n	True	la perle ine/naturelle	False	Zoologie_Botanique	02	1	True
33	33.0	die/das Perimutter/das Perlmutt	True	la nacre	False	Zoologie_Botanique	02	1	True
34	34.0	die Miaemuschal n	True	kh oule	False	Zoologie_Botanique	02	1	False
35	35.0		False		False	Zoologie_Botanique	02	1	False
0	0.0	na	False	 	False	Zoologie_Botanique	03	0	False
1	1.0	das Insekt, en/das Kerbtier, e	True	l'escargot /lelimaçon	False	Zoologie_Botanique	03	0	True
2	2.0	der Flügel, -	True	l'escargot de Bourgogne	False	Zoologie_Botanique	03	0	True
3	3.0	geflügelt ; flügellos	False	le petil gris	False	Zoologie_Botanique	03	0	True
4	4.0	häutig	False	la coquille d'escargat	False	Zoologie_Botanique	03	0	True
5	5.0	die Schuppe, n	True	la limace /1 gén)	False	Zoologie_Botanique	03	0	True
6	6.0	beschuppt	False	la limace grise, la loche	False	Zoologie_Botanique	03	0	True
7	7.0	der Augenfleck, e, das Auge, n	True	l'arion 	False	Zoologie_Botanique	03	0	True
8	8.0	der Deckllügel, -	True	le bigorneau/le vigneau	False	Zoologie_Botanique	03	0	True
9	9.0	die Ader, n ; geädert	True	le buccin/le bulot	False	Zoologie_Botanique	03	0	True
10	10.0	die Mundwerkzeuge np!	True	l'ormeau /l'oreille \( de er	False	Zoologie_Botanique	03	0	True
11	11.0	die Kiefer mpl	True	la patelle/la bernicle	False	Zoologie_Botanique	03	0	True
12	12.0	der Stachel, -	True	la porcelaine/la cyprée	False	Zoologie_Botanique	03	0	True
13	13.0	stechen, a, o, i ; der Stich, e	False	le pourpre petite pierre	False	Zoologie_Botanique	03	0	True
14	14.0	der Rüssel, - ; saugen, 0, 0	True	le triton, la conque	False	Zoologie_Botanique	03	0	True
15	15.0	die Verwandlung, en	True	la turritelle	False	Zoologie_Botanique	03	0	True
16	16.0	sich verwandeln (in+A)	False	le céphalopode	False	Zoologie_Botanique	03	0	True
17	17.0	die Larve, n	True	l’argonaute 	False	Zoologie_Botanique	03	0	False
18	18.0	die Raupe, n	True	le calmar/l’encornet 	False	Zoologie_Botanique	03	0	True
19	19.0	die Häutung, en ; sich häuten	True	la plume de calmar	False	Zoologie_Botanique	03	0	True
20	20.0	die Puppe, n	True	le nautile	False	Zoologie_Botanique	03	0	True
21	21.0	die Verpuppung, en	True	la pieuvre/le poulpe	False	Zoologie_Botanique	03	0	True
22	22.0	der Kokon, s	True	le ientacule	False	Zoologie_Botanique	03	0	True
23	23.0	sich ein-spinnen	False	la ventouse	False	Zoologie_Botanique	03	0	True
24	24.0	sich entpuppen	False	la seiche ; l'os de seiche	False	Zoologie_Botanique	03	0	True
25	25.0	die Imago, gines	True	l’anémone de er/lactinie	False	Zoologie_Botanique	03	0	False
26	26.0	Käfer mpl/Deckflügler mpi	False	le corail ; le corail rouge	False	Zoologie_Botanique	03	0	True
27	27.0	Pflanzen fressend ; Aas fressend	False	le récif corallien	False	Zoologie_Botanique	03	0	True
28	28.0	Kot fressend ; Holz fressend	False	latoll 	False	Zoologie_Botanique	03	0	False
29	29.0	das Holz an-bohren	True	l'étoile de er/l’astérie	False	Zoologie_Botanique	03	0	True
30	30.0	Gänge im Holz bohren	False	l'ophiure 	False	Zoologie_Botanique	03	0	True
31	31.0	der Fliegenkäfer, -	True	l'éponge 	False	Zoologie_Botanique	03	0	True
32	32.0	der Kornkäfer/der Kornrüßler, -	True	l'éponge de toilette	False	Zoologie_Botanique	03	0	True
33	33.0	vom K. angefressenes Getreidekorn	False	spongieux	False	Zoologie_Botanique	03	0	False
34	34.0	"der Große Eichen-/Heldbock, ""e"	True	la éduse	False	Zoologie_Botanique	03	0	True
35	35.0	der Weberbock	True	la pélagie ; l'aurélie 	False	Zoologie_Botanique	03	0	True
36	36.0	der Goldlaufkäfer/der Goldschmied, e	True	le bateau de Saint-Pierre	False	Zoologie_Botanique	03	0	True
37	37.0	der Rosenkäfer, -	True	la régate portugaise	False	Zoologie_Botanique	03	0	True
38	38.0	der Marienkäfer	True	l'oursin ri	False	Zoologie_Botanique	03	0	True
39	39.0	der Siebenpunkt, e	True	l’ascidie	False	Zoologie_Botanique	03	0	False
40	40.0	der Speckkäfer	True	la aune pélagique	False	Zoologie_Botanique	03	0	True
41	41.0	der Kartoffelkäfer	True	la aune abyssale	False	Zoologie_Botanique	03	0	True
42	42.0	der Rosskäfer, der Mistkäfer	True	le plancton animal/ le zooplancton	False	Zoologie_Botanique	03	0	True
43	43.0	der Maikäfer	True	le krill	False	Zoologie_Botanique	03	0	True
44	44.0	der Junikäfer	True	la noctiluque	False	Zoologie_Botanique	03	0	True
45	45.0	der Walker, -	True	le plancton végétal/ le phytoplancton	False	Zoologie_Botanique	03	0	True
46	46.0	der Engerling, e	True	la diatomée	False	Zoologie_Botanique	03	0	True
47	47.0	der Dreihornkäfer	True		False	Zoologie_Botanique	03	0	False
48	48.0	der Hirschkäfer	True		False	Zoologie_Botanique	03	0	False
49	49.0	der Totengräber, -	True		False	Zoologie_Botanique	03	0	False
50	50.0	der Nashornkäfer	True		False	Zoologie_Botanique	03	0	False
51	51.0	der Heilige Pillendreher, -	True		False	Zoologie_Botanique	03	0	False
52	52.0	der Schwarze Aaskäfer	True		False	Zoologie_Botanique	03	0	False
53	53.0	der Mehlkäfer	True		False	Zoologie_Botanique	03	0	False
54	54.0		False		False	Zoologie_Botanique	03	0	False
0	0.0	die Schnecke, n	True	l'insecte 	False	Zoologie_Botanique	03	1	True
1	1.0	die Weinbergschnecke	True	l'aile 	False	Zoologie_Botanique	03	1	True
2	2.0	die Gesprenkelte Weinbergschneck	True	ailé ; aptère	False	Zoologie_Botanique	03	1	False
3	3.0	das Schneckengehäuse, -	True	membraneux	False	Zoologie_Botanique	03	1	False
4	4.0	die Nacktschnecke, n	True	l'écaille 	False	Zoologie_Botanique	03	1	True
5	5.0	die Egelschnecke/der Schnegel, -	True	recouvert d'écailles	False	Zoologie_Botanique	03	1	False
6	6.0	die Wegschnecke	True	l'ocelle 	False	Zoologie_Botanique	03	1	True
7	7.0	die (Gemeine) Strandschnecke	True	l'élyire 	False	Zoologie_Botanique	03	1	True
8	8.0	"die Wellhornschnecke/das Kinkhorn, ""er"	True	la nervure ; nervuré	False	Zoologie_Botanique	03	1	True
9	9.0	das Sescohr, en	True	les pièces buccales	False	Zoologie_Botanique	03	1	True
10	10.0	die Napfschnecke	True	les andibules 	False	Zoologie_Botanique	03	1	True
11	11.0	die Porzellan-/Kaurischnecke	True	le dard/l’aiguillon 	False	Zoologie_Botanique	03	1	True
12	12.0	das Steinchen, -	True	piquer ; la piqüre	False	Zoologie_Botanique	03	1	False
13	13.0	"das Tritonshorn, ""er"	True	la trompe ; sucer	False	Zoologie_Botanique	03	1	True
14	14.0	die Turmschnecke, n	True	la étamorphose	False	Zoologie_Botanique	03	1	True
15	15.0	der Kopffüßer, -	True	se étamorphoser	False	Zoologie_Botanique	03	1	False
16	16.0	das Papierboot, e	True	la larve	False	Zoologie_Botanique	03	1	True
17	17.0	der Kalmar, e	True	la chenille	False	Zoologie_Botanique	03	1	True
18	18.0	der Schulp, e	True	la ue ; uer itr	False	Zoologie_Botanique	03	1	True
19	19.0	der Nautilus, -/se	True	la chrysalide/la nymphe	False	Zoologie_Botanique	03	1	True
20	20.0	der Krake, n,n	True	la nymphose	False	Zoologie_Botanique	03	1	True
21	21.0	der Fangarm, e	True	le cocon	False	Zoologie_Botanique	03	1	True
22	22.0	"der Saugnapf, ""e"	True	s’enfermer dans le cocon	False	Zoologie_Botanique	03	1	False
23	23.0	der Tintenfisch ; der Schulp, e	True	sortir de son cocon	False	Zoologie_Botanique	03	1	False
24	24.0	die Seerose, n	True	l’imago /l'insecte parfait	False	Zoologie_Botanique	03	1	False
25	25.0	die Koralle, n ; die Edelkoralle	True	scarabées /coléoptères 	False	Zoologie_Botanique	03	1	False
26	26.0	das Korallenriff, e	True	phytophage : nécrophage	False	Zoologie_Botanique	03	1	False
27	27.0	das Atoll, e	True	coprophage ; xylophage	False	Zoologie_Botanique	03	1	False
28	28.0	der Seestern, e	True	percer des trous dans le bois	False	Zoologie_Botanique	03	1	False
29	29.0	der Schlangenstern	True	percer des galeries dans	False	Zoologie_Botanique	03	1	False
30	30.0	"der Schwamm, ""e"	True	le bois	False	Zoologie_Botanique	03	1	True
31	31.0	der Badeschwamm	True	la cantharide	False	Zoologie_Botanique	03	1	True
32	32.0	schwammig	False	le charançon du blé	False	Zoologie_Botanique	03	1	True
33	33.0	die Qualle, n	True	du blé charançonné	False	Zoologie_Botanique	03	1	False
34	34.0	die Leuchtqualle ; die Ohrenqualle	True	le grand capricorne	False	Zoologie_Botanique	03	1	True
35	35.0	die Segelqualle	True	le lamie tisserand	False	Zoologie_Botanique	03	1	True
36	36.0	die Spanische Galeere, n	True	le carabe doré	False	Zoologie_Botanique	03	1	True
37	37.0	der Seeigel, -	True	la cétoine dorée	False	Zoologie_Botanique	03	1	True
38	38.0	die Seescheide, n	True	la coccinelle, la bête à bon	False	Zoologie_Botanique	03	1	True
39	39.0	die Hochseefauna, nen	True	Dieu	False	Zoologie_Botanique	03	1	False
40	40.0	die Tieiseefauna	True	la coccinelle à sept points	False	Zoologie_Botanique	03	1	True
41	41.0	das Zooplarıkton	True	le dermeste du lard	False	Zoologie_Botanique	03	1	True
42	42.0	der Krill, die Planktonkrebse mpl	True	le doryphore	False	Zoologie_Botanique	03	1	True
43	43.0	das Meerleuchttierchen, -	True	le géotrupe, le bousier	False	Zoologie_Botanique	03	1	True
44	44.0	das Phytoplankton	True	le hanneton	False	Zoologie_Botanique	03	1	True
45	45.0	die Kieselalge, n/die Diatomee, n	True	le hanneton de ia Saint-Jean	False	Zoologie_Botanique	03	1	True
46	46.0		False	le hanneton oulon	False	Zoologie_Botanique	03	1	True
47	47.0		False	le ver blanc 	False	Zoologie_Botanique	03	1	True
48	48.0		False	le inotaure	False	Zoologie_Botanique	03	1	True
49	49.0		False	le lucane/le cerf-vlant	False	Zoologie_Botanique	03	1	True
50	50.0		False	le nécrophore	False	Zoologie_Botanique	03	1	True
51	51.0		False	le scarabée nasicorne	False	Zoologie_Botanique	03	1	True
52	52.0		False	le scarabée sacré	False	Zoologie_Botanique	03	1	True
53	53.0		False	le silphe obscur	False	Zoologie_Botanique	03	1	True
54	54.0		False	le ténébrion, le ver de arine	False	Zoologie_Botanique	03	1	True
55	55.0		False		False	Zoologie_Botanique	03	1	False
0	0.0	das Glühwürmchen, -/der Leuchtkäfer	True	Valvéle 	False	Zoologie_Botanique	04	0	False
1	1.0	die Totenuhr, en/der Klopfkäfer	True	le rayon/le gâteau de cire	False	Zoologie_Botanique	04	0	True
2	2.0	Schmetterlinge mpl	False	la cire	False	Zoologie_Botanique	04	0	True
3	3.0	der Schmetterling, s/der Falter, -	True	le iel	False	Zoologie_Botanique	04	0	True
4	4.0	der Tagfalter ; der Nachtfalter	True	le bourdon	False	Zoologie_Botanique	04	0	True
5	5.0	der Abend-/Dämmerungsfalter	True	bourdonner	False	Zoologie_Botanique	04	0	False
6	6.0	der Apollofalter	True	le bourdonnement	False	Zoologie_Botanique	04	0	True
7	7.0	der Aurorafalter	True	la guèpe	False	Zoologie_Botanique	04	0	True
8	8.0	der Gemeine Bläuling, e	True	le guêpier/le nid de guêpes	False	Zoologie_Botanique	04	0	True
9	9.0	der Distelfalter	True	le relon	False	Zoologie_Botanique	04	0	True
10	10.0	der Maulbeerseidenspinner, -	True	la ourmi	False	Zoologie_Botanique	04	0	True
11	11.0	die Seidenraupe, n	True	la ourmi rousse des bois	False	Zoologie_Botanique	04	0	True
12	12.0	der Zitronenfalter	True	la ourmilière	False	Zoologie_Botanique	04	0	True
13	13.0	der Weidenbohrer, -	True	fourmiller/grouiller	False	Zoologie_Botanique	04	0	False
14	14.0	der Braune Bär, en, en	True	le termite	False	Zoologie_Botanique	04	0	True
15	15.0	der Celtisfalter	True	la termitière	False	Zoologie_Botanique	04	0	True
16	16.0	die Kupferglucke, n	True	orthoptères 	False	Zoologie_Botanique	04	0	False
17	17.0	"die Hausmutter, """	True	le grillon, le cri-cri /am)	False	Zoologie_Botanique	04	0	True
18	18.0	der Segel-/Schwarzdornfalter	True	le grillon champêtre	False	Zoologie_Botanique	04	0	True
19	19.0	der Buchenspanner, -	True	le grillon domestique	False	Zoologie_Botanique	04	0	True
20	20.0	die Spannraups, n	True	la courtilière/la taupe grillon	False	Zoologie_Botanique	04	0	True
21	21.0	"das Rote Ordensband, ""er"	True	la sauterelle 	False	Zoologie_Botanique	04	0	True
22	22.0	"der Schwalbenschwanz, ""er"	True	la grande s. verte/la locuste	False	Zoologie_Botanique	04	0	True
23	23.0	der Große Schillerfalter	True	le criquet	False	Zoologie_Botanique	04	0	True
24	24.0	die Tapetenmotte, n	True	le criquet igrateur	False	Zoologie_Botanique	04	0	True
25	25.0	der Trauermantel, ”	True	une nuée de sauterelles	False	Zoologie_Botanique	04	0	True
26	26.0	der Große Perlmutterfalter	True	la ante religieuse	False	Zoologie_Botanique	04	0	True
27	27.0	die Kiefern-/Forleule, n	True	le perce-oreille/le orficule	False	Zoologie_Botanique	04	0	True
28	28.0	das Tagpfauenauge, n	True	le phasme	False	Zoologie_Botanique	04	0	True
29	29.0	das Abendpfauenauge, n	True	la cigale \	False	Zoologie_Botanique	04	0	True
30	30.0	der Birkenspanner, -	True	striduler ; les stridulations 	False	Zoologie_Botanique	04	0	False
31	31.0	"der Mondvogel, """	True	le ourmilion \	False	Zoologie_Botanique	04	0	True
32	32.0	der Kleine Kohlweißling, e	True	la larve du ourmilion	False	Zoologie_Botanique	04	0	True
33	33.0	der Baumweißling	True	insectes nuisibles	False	Zoologie_Botanique	04	0	False
34	34.0	der Eichenprozessionsspinner, -	True	le parasite	False	Zoologie_Botanique	04	0	True
35	35.0	der Apfelwickler, -	True	la vermine	False	Zoologie_Botanique	04	0	True
36	36.0	das Weiße C	True	s'attaquer aux arbres ruitier	False	Zoologie_Botanique	04	0	False
37	37.0	der Große Waldpförtner, -	True	nuisible ; utile 	False	Zoologie_Botanique	04	0	False
38	38.0	der Bienenschwärmer, -	True	détruire/exterminer	False	Zoologie_Botanique	04	0	False
39	39.0	der Postillon, e	True	l'insecticide 	False	Zoologie_Botanique	04	0	True
40	40.0	die Goldene Acht, en	True	la blatte/le cafard/ le cancrelat	False	Zoologie_Botanique	04	0	True
41	41.0	der Kiefernschwärmer, -	True	le cynips du chêne	False	Zoologie_Botanique	04	0	True
42	42.0	der Totenkopfschwärmer, -	True	la noix de galle	False	Zoologie_Botanique	04	0	True
43	43.0	"der Große Eisvogel, """	True	le cynips du rosier	False	Zoologie_Botanique	04	0	True
44	44.0	"der Kaisermantel, """	True	la galle du rosier/le bédégar	False	Zoologie_Botanique	04	0	True
45	45.0	die Kleidermotte, n	True	la ouche \	False	Zoologie_Botanique	04	0	True
46	46.0	der Eichenwickler, -	True	la . domestique	False	Zoologie_Botanique	04	0	True
47	47.0	"der Kleine Fuchs, ""e"	True	la . piqueuse	False	Zoologie_Botanique	04	0	True
48	48.0	der Admiral, e	True	la . grise/la sarcophage	False	Zoologie_Botanique	04	0	True
49	49.0	der Steinbrechschwärmer, -	True	la . bleue/la calliphore	False	Zoologie_Botanique	04	0	True
50	50.0	Siaaten bildende Insekten	False	la . verte/dorée ; l’asticot n	False	Zoologie_Botanique	04	0	True
51	51.0	die Biene, n ; die Honigbiene	True	la drosophile	False	Zoologie_Botanique	04	0	True
52	52.0	"der Schwarm, ""e ; aus-schwärmen*"	True	le taon	False	Zoologie_Botanique	04	0	True
53	53.0	die Königin, nen/der Weisel, -	True	un oucheron	False	Zoologie_Botanique	04	0	True
54	54.0	die Drohne, n	True	le oustique/le cousin	False	Zoologie_Botanique	04	0	True
55	55.0	die Arbeiterin, nen	True	être envahi de oustiques	False	Zoologie_Botanique	04	0	False
56	56.0	Nektar m und Pollen m sammeln	False	l'anophèle 	False	Zoologie_Botanique	04	0	True
57	57.0	der Honigtau	True	la tipule du chou	False	Zoologie_Botanique	04	0	True
58	58.0	"der Bienenstock, ""e"	True	le pou	False	Zoologie_Botanique	04	0	True
59	59.0		False	le pou de tête	False	Zoologie_Botanique	04	0	True
60	60.0		False		False	Zoologie_Botanique	04	0	False
0	0.0	die Zelle,n	True	le ver luisant/le lampyre	False	Zoologie_Botanique	04	1	True
1	1.0	die Wabe, n	True	la vrillette	False	Zoologie_Botanique	04	1	True
2	2.0	das Wachs, e	True	° papillons /lépidoptères 	False	Zoologie_Botanique	04	1	False
3	3.0	der Honig, e	True	le papillon	False	Zoologie_Botanique	04	1	True
4	4.0	die Hurmel, n	True	le p. diurne ; le p. nocturne	False	Zoologie_Botanique	04	1	True
5	5.0	summen	False	le papillon crépusculaire	False	Zoologie_Botanique	04	1	True
6	6.0	das Summen	True	| l'apollon 	False	Zoologie_Botanique	04	1	False
7	7.0	die Wespe, n	True	l'aurore 	False	Zoologie_Botanique	04	1	True
8	8.0	das \Vespennest, er	True	l'argus /la lycène	False	Zoologie_Botanique	04	1	True
9	9.0	die Hornisse, n	True	la belle dame	False	Zoologie_Botanique	04	1	True
10	10.0	die Ameise, n	True	le bombyx du ûrier	False	Zoologie_Botanique	04	1	True
11	11.0	die Rote Waldameise	True	le ver à soie	False	Zoologie_Botanique	04	1	True
12	12.0	der Ameisenhaufen, -	True	le citron	False	Zoologie_Botanique	04	1	True
13	13.0	wimmeln (von+D)	False	le cossus gâte-bois	False	Zoologie_Botanique	04	1	True
14	14.0	die Termite, n	True	l'écaille artre 	False	Zoologie_Botanique	04	1	True
15	15.0	der Termitenhügel, -	True	l'échancré 	False	Zoologie_Botanique	04	1	True
16	16.0	Gradflügler mpl	False	la euille orte du chêne	False	Zoologie_Botanique	04	1	True
17	17.0	die Grille, n	True	la iancée	False	Zoologie_Botanique	04	1	True
18	18.0	die Feldgrille	True	le lambé	False	Zoologie_Botanique	04	1	True
19	19.0	die Hausgrille/das Heimchen, -	True	la géomètre papillonnaire	False	Zoologie_Botanique	04	1	True
20	20.0	die Maulwurfgrille	True	la chenille géomètre/ arpenteuse	False	Zoologie_Botanique	04	1	True
21	21.0	die (Laub)heuschrecke, n	True	la lichénée rouge/la Mariée	False	Zoologie_Botanique	04	1	True
22	22.0	das Grüne Heupferd, e	True	le achaon	False	Zoologie_Botanique	04	1	True
23	23.0	die Feldheuschrecke, der Grashüpfer, - (fam)	True	le grand ars changeant	False	Zoologie_Botanique	04	1	True
24	24.0	die Wanderheuschrecke, n	True	la ite des tapisseries	False	Zoologie_Botanique	04	1	True
25	25.0	"ein Heuschrackenschwarm, ""e@"	False	le orio	False	Zoologie_Botanique	04	1	True
26	26.0	die Gottesanbeterin, nen	True	le grand nacré	False	Zoologie_Botanique	04	1	True
27	27.0	"der Ohrwurm, ""er"	True	la noctuelle du pin	False	Zoologie_Botanique	04	1	True
28	28.0	die Stabheuschrecke, n	True	le paon de jour	False	Zoologie_Botanique	04	1	True
29	29.0	die Zikade, n (ein Gleichflügler)	True	le demi-paon	False	Zoologie_Botanique	04	1	True
30	30.0	zirpen ; das Zirpen	False	la phalène du bouleau	False	Zoologie_Botanique	04	1	True
31	31.0	die Ameisenjungfer, n (ein Netztlügler)	True	la phalère bucéphale	False	Zoologie_Botanique	04	1	True
32	32.0	der Ameisenlöwe, n	True	la piéride du chou	False	Zoologie_Botanique	04	1	True
33	33.0	schädliche Insekten npl	False	la piéride de l’aubépine/ le gazé	False	Zoologie_Botanique	04	1	True
34	34.0	der Schmarotzer, -/der Parasit, en, en	True	la processionnaire du chêne	False	Zoologie_Botanique	04	1	True
35	35.0	das Ungeziefer	True	la pyrale des pommes	False	Zoologie_Botanique	04	1	True
36	36.0	Obstbäume schädigen tr	False	le robert-le-Diable/le gamma	False	Zoologie_Botanique	04	1	True
37	37.0	schädlich (+D) ; nützlich (+D)	False	le satyre hermione	False	Zoologie_Botanique	04	1	True
38	38.0	vertilgen	False	la sésie du peuplier	False	Zoologie_Botanique	04	1	True
39	39.0	das (Insekten)vertilgungsmnittel, -	True	le souci	False	Zoologie_Botanique	04	1	True
40	40.0	die Schabe, n/	True	le soufré	False	Zoologie_Botanique	04	1	True
41	41.0	der Kakerlak, s/en, en	True	le sphinx du pin	False	Zoologie_Botanique	04	1	True
42	42.0	die Eichengallwespe	True	le sphinx tête-de-mort	False	Zoologie_Botanique	04	1	True
43	43.0	die Eichengalle, n	True	le grand sylvain	False	Zoologie_Botanique	04	1	True
44	44.0	die Rosengallwespe, n	True	le tabac d'Espagne	False	Zoologie_Botanique	04	1	True
45	45.0	die Rosengalle, n	True	la teigne des vêtements	False	Zoologie_Botanique	04	1	True
46	46.0	die Fliege, n (ein Zweiflügler)	True	la tordeuse verte du chêne	False	Zoologie_Botanique	04	1	True
47	47.0	die Stubentliege	True	la petite tortue	False	Zoologie_Botanique	04	1	True
48	48.0	die Stechfliege/der Wadenstecher, -	True	le vulcain/la Vanesse atalant	False	Zoologie_Botanique	04	1	True
49	49.0	die Fleischfliege	True	_la zygène de la spirée	False	Zoologie_Botanique	04	1	False
50	50.0	die blaue Schmeißfliege	True	insecies sociaux	False	Zoologie_Botanique	04	1	False
51	51.0	die Goldfliege ; die Fleischmade, n	True	l'abeille ; l'abeille à iel	False	Zoologie_Botanique	04	1	True
52	52.0	die Essigfliege, n	True	l’essaim ; essaimer	False	Zoologie_Botanique	04	1	False
53	53.0	die Bremse, n/die Bremsfliege	True	la reine	False	Zoologie_Botanique	04	1	True
54	54.0	eine kleine Fliege, eine kl. Mücke	False	le aux-bourdon	False	Zoologie_Botanique	04	1	True
55	55.0	die Stechmücke, n/die Schnake, n	True	l'ouvrière 	False	Zoologie_Botanique	04	1	True
56	56.0	von Stechmücken befallen sein	False	butiner itr	False	Zoologie_Botanique	04	1	False
57	57.0	die Malariamücke	True	le iellat	False	Zoologie_Botanique	04	1	True
58	58.0	die Kohlschnake	True	la ruche	False	Zoologie_Botanique	04	1	True
59	59.0	die Laus, 'e	True		False	Zoologie_Botanique	04	1	False
60	60.0	die Kopflaus	True		False	Zoologie_Botanique	04	1	False
61	61.0		False		False	Zoologie_Botanique	04	1	False
0	0.0	amphibiens	False	aerachnides, 	False	Zoologie_Botanique	05	0	False
1	1.0	das Kriechtier, e/das Reptil, ien	True	3 	False	Zoologie_Botanique	05	0	False
2	2.0	das Krokodil, e	True	of	False	Zoologie_Botanique	05	0	False
3	3.0	der Alligator, en	True	stique/la tégénaire	False	Zoologie_Botanique	05	0	False
4	4.0	der Kaiman, e	True	ètef	False	Zoologie_Botanique	05	0	False
5	5.0	der Gavial, e	True	ur/le aucheux	False	Zoologie_Botanique	05	0	False
6	6.0	die Eidechse, n	True	le	False	Zoologie_Botanique	05	0	False
7	7.0	die Zauneidechse/Smaragdeidechse	True	araignée	False	Zoologie_Botanique	05	0	False
